Effect_ID,Paper_ID,Disease_Prevalence,Unit_Prevalence,DiseasePrev_SE,SourcePrev,Year,Month,SourceYear,Location,SourceLocation,Region_HoeghGuldberg,Region_Kleypas,Lat,Lon,SourceLatLon,SST_C,SourceTemp,Notes
EI0311,CD016,0,%,0,Table 1,2013,Mar,Materials and Methods Study locations p166,"Kaala, New Caledonia",Table 1,Western Pacific,Melanesia,-20.615,164.315,Materials and Methods Study locations p166,,,white syndrome
EI0312,CD016,0.31,%,0.31,Table 1,2013,Mar,Materials and Methods Study locations p166,"Nepoui, New Caledonia",Table 1,Western Pacific,Melanesia,-21.343333,164.995,Materials and Methods Study locations p166,,,pigmentation
EI0313,CD016,4.16,%,2.54,Table 1,2013,Mar,Materials and Methods Study locations p166,"Nepoui, New Caledonia",Table 1,Western Pacific,Melanesia,-21.343333,164.995,Materials and Methods Study locations p166,,,growth anomoly
EI0314,CD016,0,%,0,Table 1,2013,Mar,Materials and Methods Study locations p166,"Nepoui, New Caledonia",Table 1,Western Pacific,Melanesia,-21.343333,164.995,Materials and Methods Study locations p166,,,white syndrome
EI0315,CD016,2.07,%,0.47,Table 1,2013,Mar,Materials and Methods Study locations p166,"Thio, New Caledonia",Table 1,Western Pacific,Melanesia,-21.616667,166.255,Materials and Methods Study locations p166,,,pigmentation
EI0316,CD016,1.78,%,0.6,Table 1,2013,Mar,Materials and Methods Study locations p166,"Thio, New Caledonia",Table 1,Western Pacific,Melanesia,-21.616667,166.255,Materials and Methods Study locations p166,,,growth anomoly
EI0317,CD016,0.07,%,0.07,Table 1,2013,Mar,Materials and Methods Study locations p166,"Thio, New Caledonia",Table 1,Western Pacific,Melanesia,-21.616667,166.255,Materials and Methods Study locations p166,,,white syndrome
EI0318,CD046,0,%,0,Discussion,2018,Feb-Mar,Materials and Methods Data collection and construction of ortho-mosaics,Cozumel Reefs National Park,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,20.38538,-87.02705,"GoogleMaps Cozumel Reef National Park, Figure 1",,,
EI0319,CD047,13,%,5.5,Results Island patterns p5,2008,Feb-Apr,Materials and Methods Survey design p3,Christmas Island,Results Island patterns p5,Eastern Indian Ocean,Southeast Asia,-10.5,105.6667,"Materials and Methods Study site p2, GoogleMaps",,,
EI0320,CD047,0.85,%,0.63,Results Island patterns p5,2008,Feb-Apr,Materials and Methods Survey design p3,Cocos Islands,Results Island patterns p5,Eastern Indian Ocean,Southeast Asia,-12.2,96.9,"Materials and Methods Study site p2, GoogleMaps",,,
EI0321,CD048,71,%,,Table 3,2015,Mar,Materials and Methods Underwater survey p80,Malvan Marine Sanctuary,Figure 1,Western Indian Ocean,Central Indian,16.044722,73.461389,"Table 3, GoogleMaps",,,Site 1
EI0322,CD048,40,%,,Table 3,2015,Mar,Materials and Methods Underwater survey p80,Malvan Marine Sanctuary,Figure 1,Western Indian Ocean,Central Indian,16.065,73.457222,"Table 3, GoogleMaps",,,Site 2
EI0323,CD049,2.540541,%,0.4504505,Figure 4b,2005,Aug-Sep,Materials and Methods,"Kingman, Line Islands",Figure 1,Western Pacific,Micronesia,6.41063,-162.42692,GoogleMaps Kingman Reef,27.9,Table 1,"Prevalence extracted using MetaDigitise in Rstudio, n = 20"
EI0324,CD049,4.828829,%,2,Figure 4b,2005,Aug-Sep,Materials and Methods,"Palmyra, Line Islands",Figure 1,Western Pacific,Micronesia,5.92129,-162.0904,GoogleMaps Palmyra Atoll,27.9,Table 1,"Prevalence extracted using MetaDigitise in Rstudio, n = 20"
EI0325,CD049,6.252252,%,1.3873874,Figure 4b,2005,Aug-Sep,Materials and Methods,"Tabuaeran, Line Islands",Figure 1,Western Pacific,Micronesia,3.87878,-159.31828,GoogleMaps Tabuaeran,27.5,Table 1,"Prevalence extracted using MetaDigitise in Rstudio, n = 20"
EI0326,CD049,6.324324,%,1.4234234,Figure 4b,2005,Aug-Sep,Materials and Methods,"Kiritimati, Line Islands",Figure 1,Western Pacific,Micronesia,1.88626,-157.4306,GoogleMaps Kiritimati,27.1,Table 1,"Prevalence extracted using MetaDigitise in Rstudio, n = 20"
,Manikandan et al 2016,4.033613,%,9.243697,Figure 7,,,,"Grande Island, India",,,,,,,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 15; shallow"
,Manikandan et al 2016,28.69966,%,9.07563,Figure 7,,,,"Grande Island, India",,,,,,,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 10, midshelf"
,Manikandan et al 2016,1.008403,%,12.941176,Figure 7,,,,"Grande Island, India",,,,,,,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5, deep"
EI0327,CD050,0.7518797,%,,Results Coral parameters measured p356,2010,Nov,Materials and Methods Field data collection and statistical analysis p352,"Caramuanas reef, Todos os Santos Bay, eastern Brazilian coast",Figure 1,XXXX,Caribbean/Atlantic,-13.116667,-38.73333,"Materials and Methods Study area p352, GoogleMaps",,,Only one colony affected
EI0328,CD051,0.352381,%,0.09047619,Figure 2a,2014,Oct-Nov,Materials and Methods Disease surveys,"Filitheyo Faafu Atoll, Maldives",Figure 1,Western Indian Ocean,Central Indian,3.2143,73.03688,"GoogleMaps Filitheyo Island, Maldives",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 24"
EI0329,CD051,0.6428571,%,0.14285714,Figure 2a,2014,Oct-Nov,Materials and Methods Disease surveys,"Adanga Faafu Atoll, Maldives",Figure 1,Western Indian Ocean,Central Indian,3.13428,73.01831,"GoogleMaps, Figure 1",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 24"
EI0330,CD051,0.63333,%,0.10952381,Figure 2a,2014,Oct-Nov,Materials and Methods Disease surveys,"Magoodhoo Faafu Atoll, Maldives",Figure 1,Western Indian Ocean,Central Indian,3.09047,72.96381,"GoogleMaps Magoodhoo, Maldives",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 24"
EI0331,CD052,1.5,%,1,Results p151,2011,Oct,Methods p151,"Barranglompo Spermonde Archipelago, South Sulawesi",Methods p151,Coral Triangle & SE Asia,Southeast Asia,-5.046667,119.33,"Methods p151, GoogleMaps",,,deep site
EI0332,CD052,4.6,%,6,Results p151,2011,Oct,Methods p151,"Barranglompo Spermonde Archipelago, South Sulawesi",Methods p151,Coral Triangle & SE Asia,Southeast Asia,-5.046667,119.33,"Methods p151, GoogleMaps",,,shallow site
EI0333,CD053,0.151724138,%,0.032510657,Figure 4a,2011,Jun-Sep,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0334,CD053,0.765517241,%,0.17230648,Figure 4a,2011,Oct-Nov,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0335,CD053,0.324137931,%,0.040638321,Figure 4a,2012,Dec-Mar,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0336,CD053,0.151724138,%,0.047140452,Figure 4a,2012,Apr-May,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0337,CD053,0.117241379,%,0.026008525,Figure 4a,2011,Jun-Sep,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0338,CD053,0.062068966,%,0.016255328,Figure 4a,2011,Oct-Nov,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0339,CD053,0.013793103,%,0.004876598,Figure 4a,2012,Dec-Mar,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0340,CD053,0.006896552,%,0.001625533,Figure 4a,2012,Apr-May,Figure 4a,"Kepulauan Seribu, Indonesia",Materials and Methods 2.1 Study Site p106,Coral Triangle & SE Asia,Southeast Asia,-5.6,106.55069,"GoogleMaps Kepulauan Seribu, Indonesia",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 18"
EI0341,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Gabuo PR Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.90956,100.33414,Table 1,31.5,Table 2,"BBD, Prevalence extracted using MetaDigitise in Rstudio, n = 3"
EI0342,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Pisang Is Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.99727,100.33865,Table 1,31,Table 2,"BBD, Prevalence extracted using MetaDigitise in Rstudio, n = 3"
EI0343,CD054,0.3088235,%,,Figure 3,2014,May,Materials and Methods p182,Air PR Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.88398,100.21338,Table 1,31.3,Table 2,"BBD, Prevalence extracted using MetaDigitise in Rstudio, n = 3"
EI0344,CD054,0.4852941,%,,Figure 3,2014,May,Materials and Methods p182,Sipakal PR Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.92764,100.25074,Table 1,31.7,Table 2,"BBD, Prevalence extracted using MetaDigitise in Rstudio, n = 3"
EI0345,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Pieh Is Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.877,100.09838,Table 1,30.2,Table 2,"BBD, Prevalence extracted using MetaDigitise in Rstudio, n = 6"
EI0346,CD054,0.7352941,%,,Figure 3,2014,May,Materials and Methods p182,Pandan Is Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.95285,100.14035,Table 1,31.5,Table 2,"BBD, Prevalence extracted using MetaDigitise in Rstudio, n = 6"
EI0347,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Gabuo PR Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.90956,100.33414,Table 1,31.5,Table 2,"WS, Prevalence extracted using MetaDigitise in Rstudio, n = "
EI0348,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Pisang Is Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.99727,100.33865,Table 1,31,Table 2,"WS, Prevalence extracted using MetaDigitise in Rstudio, n = "
EI0349,CD054,0.3088235,%,,Figure 3,2014,May,Materials and Methods p182,Air PR Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.88398,100.21338,Table 1,31.3,Table 2,"WS, Prevalence extracted using MetaDigitise in Rstudio, n = "
EI0350,CD054,0.3088235,%,,Figure 3,2014,May,Materials and Methods p182,Sipakal PR Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.92764,100.25074,Table 1,31.7,Table 2,"WS, Prevalence extracted using MetaDigitise in Rstudio, n = "
EI0351,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Pieh Is Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.877,100.09838,Table 1,30.2,Table 2,"WS, Prevalence extracted using MetaDigitise in Rstudio, n = "
EI0352,CD054,0,%,0,Figure 3,2014,May,Materials and Methods p182,Pandan Is Padang Shelf Reef,Figure 1,Eastern Indian Ocean,Southeast Asia,-0.95285,100.14035,Table 1,31.5,Table 2,"WS, Prevalence extracted using MetaDigitise in Rstudio, n = "
EI0353,CD055,11,%,0.9,Table 1,1998,Mar,Materials and Methods Abundance and distribution of diseased corals p63,"St Lucia, Caribbean",Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,13.86946,-61.08087,GoogleMaps Anse Chastanet Beach,,,
EI0354,CD056,2.28,%,0.39,Results Disease types and prevalence p79,2010,Jan,Figure 1,"Ningaloo Reef, Western Australia",Figure 1,Eastern Indian Ocean,Australia,,,,,,
EI0355,CD056,0.8,%,0.2,Figure 1a,2009,May,Figure 1,"Bill's Bay, Western Australia",Figure 1,Eastern Indian Ocean,Australia,-23.14,113.76,Materials and Methods Study area p77,,,
EI0356,CD056,4.1,%,0.8,Figure 1a,2010,Jan,Figure 1,"Bill's Bay, Western Australia",Figure 1,Eastern Indian Ocean,Australia,-23.14,113.76,Materials and Methods Study area p77,,,
EI0357,CD057,0.1552,%,0.004300698,Figure 4,1996,n/a,Figure 4,Florida Keys National Marine Sanctuary,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.70332,-80.96646,"GoogleMaps West Turtle Shoal Reef, Figure 1",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 160"
EI0358,CD057,0.6528,%,0.00455368,Figure 4,1997,n/a,Figure 4,Florida Keys National Marine Sanctuary,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.70332,-80.96646,"GoogleMaps West Turtle Shoal Reef, Figure 1",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 160"
EI0359,CD057,0.8016,%,0.004933153,Figure 4,1998,n/a,Figure 4,Florida Keys National Marine Sanctuary,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.70332,-80.96646,"GoogleMaps West Turtle Shoal Reef, Figure 1",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 160"
EI0360,CD058,65.1,%,,Results 3.2 Disease abundance,2002,Jun-Aug,Results 3.2 Disease abundance,Florida Keys National Marine Sanctuary,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.70332,-80.96646,"GoogleMaps West Turtle Shoal Reef, Figure 1",,,
EI0361,CD058,66.1,%,,Results 3.2 Disease abundance,2003,Jun-Aug,Results 3.2 Disease abundance,Florida Keys National Marine Sanctuary,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.70332,-80.96646,"GoogleMaps West Turtle Shoal Reef, Figure 1",,,
EI0362,CD058,82.5,%,,Results 3.2 Disease abundance,2004,Jun-Aug,Results 3.2 Disease abundance,Florida Keys National Marine Sanctuary,Figure 1,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.70332,-80.96646,"GoogleMaps West Turtle Shoal Reef, Figure 1",,,
EI0363,CD059,15.490196,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Kavaratti Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,10.56819,72.64148,GoogleMaps Kavaratti Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0364,CD059,11.30719,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Agatti Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,10.86902,72.19553,GoogleMaps Agatti Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0365,CD059,19.215686,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Thinnakara Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,10.94778,72.31874,GoogleMaps Thinnakara Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0366,CD059,36.862745,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Minicoy Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,8.27507,73.04914,GoogleMaps Minicoy Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0367,CD059,10.980392,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Kalpeni Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,10.07807,73.63037,GoogleMaps Kalpeni Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0368,CD059,7.058824,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Chethlath Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,11.7458,72.69655,GoogleMaps Chetlat Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0369,CD059,33.594771,%,,Figure 3,2011,"Mar-Apr, Nov-Dec",Materials and Methods p2,"Bangaram Island, Lakshadweep, Indian Ocean",Material and Methods p2,Western Indian Ocean,Central Indian,10.93707,72.28794,GoogleMaps Bangaram Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0370,CD060,16.7,%,2.1,Table 1,1995,Aug-Sep,Materials and Methods p148,Northern Florida Keys,Materials and Methods p148,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.90994,-80.75177,GoogleMaps Florida Keys,,,Lat and Lon random point selected in Florida Keys - no specific location given in paper
EI0371,CD060,3.2,%,1.5,Table 1,1998,Aug,Materials and Methods p148,Northern Florida Keys,Materials and Methods p148,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.90994,-80.75177,GoogleMaps Florida Keys,,,Lat and Lon random point selected in Florida Keys - no specific location given in paper
EI0372,CD060,0,%,0,Table 1,2002,Aug,Materials and Methods p148,Northern Florida Keys,Materials and Methods p148,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.90994,-80.75177,GoogleMaps Florida Keys,,,Lat and Lon random point selected in Florida Keys - no specific location given in paper
EI0373,CD061,23.73832,%,5.099071,Figure 2,1999,Summer,Materials and Methods,"Eleuthera, Bahamas",Figure 2,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.96996,-76.17788,GoogleMaps Eleuthera,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0374,CD061,11.96262,%,4.681114,Figure 2,1999,Summer,Materials and Methods,"Cat Island, Bahamas",Figure 2,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.32707,-75.44407,GoogleMaps Cat Island,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 5"
EI0375,CD061,4.12844,%,0.9948948,Figure 9,1999,Summer,Materials and Methods,"Little Cayman, Cayman Islands",Figure 9,Caribbean & Gulf of Mexico,Caribbean/Atlantic,19.69329,-80.03727,GoogleMaps Little Cayman,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 15"
EI0376,CD061,3.761468,%,0.9345409,Figure 9,1999,Summer,Materials and Methods,"Grand Cayman, Cayman Islands",Figure 9,Caribbean & Gulf of Mexico,Caribbean/Atlantic,19.32695,-81.24179,GoogleMaps Grand Cayman,,,"Prevalence extracted using MetaDigitise in Rstudio, n = 17"
EI0377,CD061,2.477064,%,0.3481407,Figure 9,1999,Summer,Materials and Methods,"Turks Bank, Turks and Caicos Islands",Figure 9,Caribbean & Gulf of Mexico,Caribbean/Atlantic,21.41963,-71.18804,"GoogleMaps Turks, Figure 1",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 10"
EI0378,CD061,5.412844,%,0.940367,Figure 9,1999,Summer,Materials and Methods,"Caicos Bank, Turks and Caicos Islands",Figure 9,Caribbean & Gulf of Mexico,Caribbean/Atlantic,21.57505,-71.91941,"GoogleMaps Caicos, Figure 1",,,"Prevalence extracted using MetaDigitise in Rstudio, n = 16"
